1709124507.476734 server started (31581): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1709124507.476760 on Linux 6.6.16-2-MANJARO #1 SMP PREEMPT_DYNAMIC Sat Feb 10 09:40:02 UTC 2024
1709124507.476766 using libevent 2.1.12-stable poll
1709124507.476767 using ncurses 6.4 20230520
1709124507.495576 replacing key \033[1;2R: 0x40000010e197 (S-F3)
1709124507.495578 replacing key \033[1;2S: 0x40000010e198 (S-F4)
1709124507.495578 replacing key \033[15;2~: 0x40000010e199 (S-F5)
1709124507.495579 replacing key \033[17;2~: 0x40000010e19a (S-F6)
1709124507.495580 replacing key \033[18;2~: 0x40000010e19b (S-F7)
1709124507.495580 replacing key \033[19;2~: 0x40000010e19c (S-F8)
1709124507.495581 replacing key \033[20;2~: 0x40000010e19d (S-F9)
1709124507.495582 replacing key \033[21;2~: 0x40000010e19e (S-F10)
1709124507.495582 replacing key \033[23;2~: 0x40000010e19f (S-F11)
1709124507.495583 replacing key \033[24;2~: 0x40000010e1a0 (S-F12)
1709124507.495584 replacing key \033[1;5P: 0x20000010e195 (C-F1)
1709124507.495584 replacing key \033[1;5Q: 0x20000010e196 (C-F2)
1709124507.495585 replacing key \033[1;5R: 0x20000010e197 (C-F3)
1709124507.495586 replacing key \033[1;5S: 0x20000010e198 (C-F4)
1709124507.495586 replacing key \033[15;5~: 0x20000010e199 (C-F5)
1709124507.495587 replacing key \033[17;5~: 0x20000010e19a (C-F6)
1709124507.495588 replacing key \033[18;5~: 0x20000010e19b (C-F7)
1709124507.495588 replacing key \033[19;5~: 0x20000010e19c (C-F8)
1709124507.495589 replacing key \033[20;5~: 0x20000010e19d (C-F9)
1709124507.495590 replacing key \033[21;5~: 0x20000010e19e (C-F10)
1709124507.495590 replacing key \033[23;5~: 0x20000010e19f (C-F11)
1709124507.495591 replacing key \033[24;5~: 0x20000010e1a0 (C-F12)
1709124507.495592 replacing key \033[1;6P: 0x60000010e195 (C-S-F1)
1709124507.495592 replacing key \033[1;6Q: 0x60000010e196 (C-S-F2)
1709124507.495593 replacing key \033[1;6R: 0x60000010e197 (C-S-F3)
1709124507.495594 replacing key \033[1;6S: 0x60000010e198 (C-S-F4)
1709124507.495595 replacing key \033[15;6~: 0x60000010e199 (C-S-F5)
1709124507.495595 replacing key \033[17;6~: 0x60000010e19a (C-S-F6)
1709124507.495596 replacing key \033[18;6~: 0x60000010e19b (C-S-F7)
1709124507.495597 replacing key \033[19;6~: 0x60000010e19c (C-S-F8)
1709124507.495597 replacing key \033[20;6~: 0x60000010e19d (C-S-F9)
1709124507.495598 replacing key \033[21;6~: 0x60000010e19e (C-S-F10)
1709124507.495599 replacing key \033[23;6~: 0x60000010e19f (C-S-F11)
1709124507.495599 replacing key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1709124507.495600 replacing key \033[1;3P: 0x810000010e195 (M-F1[I])
1709124507.495601 replacing key \033[1;3Q: 0x810000010e196 (M-F2[I])
1709124507.495602 replacing key \033[1;3R: 0x810000010e197 (M-F3[I])
1709124507.495603 replacing key \033[1;3S: 0x810000010e198 (M-F4[I])
1709124507.495603 replacing key \033[15;3~: 0x810000010e199 (M-F5[I])
1709124507.495604 replacing key \033[17;3~: 0x810000010e19a (M-F6[I])
1709124507.495605 replacing key \033[18;3~: 0x810000010e19b (M-F7[I])
1709124507.495606 replacing key \033[19;3~: 0x810000010e19c (M-F8[I])
1709124507.495606 replacing key \033[20;3~: 0x810000010e19d (M-F9[I])
1709124507.495607 replacing key \033[21;3~: 0x810000010e19e (M-F10[I])
1709124507.495608 replacing key \033[23;3~: 0x810000010e19f (M-F11[I])
1709124507.495609 replacing key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1709124507.495609 replacing key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1709124507.495610 replacing key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1709124507.495611 replacing key \033[1;4R: 0x850000010e197 (M-S-F3[I])
1709124507.495612 new key \033[2~: 0x10e1a1 (IC)
1709124507.495612 new key \033[3~: 0x10e1a2 (DC)
1709124507.495613 replacing key \033OH: 0x10e1a3 (Home)
1709124507.495614 replacing key \033OF: 0x10e1a4 (End)
1709124507.495615 new key \033[6~: 0x10e1a5 (NPage)
1709124507.495615 new key \033[5~: 0x10e1a6 (PPage)
1709124507.495616 new key \033[Z: 0x10e1a7 (BTab)
1709124507.495617 replacing key \033OA: 0x400000010e1a8 (Up[C])
1709124507.495618 replacing key \033OB: 0x400000010e1a9 (Down[C])
1709124507.495618 replacing key \033OD: 0x400000010e1aa (Left[C])
1709124507.495619 replacing key \033OC: 0x400000010e1ab (Right[C])
1709124507.495620 replacing key \033[3;2~: 0x40000010e1a2 (S-DC)
1709124507.495621 replacing key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1709124507.495622 replacing key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1709124507.495624 replacing key \033[3;5~: 0x20000010e1a2 (C-DC)
1709124507.495625 replacing key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1709124507.495625 replacing key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1709124507.495626 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1709124507.495627 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1709124507.495628 replacing key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1709124507.495629 replacing key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1709124507.495629 replacing key \033[1;5B: 0x20000010e1a9 (C-Down)
1709124507.495630 replacing key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1709124507.495631 replacing key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1709124507.495632 replacing key \033[1;2F: 0x40000010e1a4 (S-End)
1709124507.495633 replacing key \033[1;3F: 0x810000010e1a4 (M-End[I])
1709124507.495633 replacing key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1709124507.495634 replacing key \033[1;5F: 0x20000010e1a4 (C-End)
1709124507.495635 replacing key \033[1;6F: 0x60000010e1a4 (C-S-End)
1709124507.495636 replacing key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1709124507.495636 replacing key \033[1;2H: 0x40000010e1a3 (S-Home)
1709124507.495637 replacing key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1709124507.495638 replacing key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1709124507.495639 replacing key \033[1;5H: 0x20000010e1a3 (C-Home)
1709124507.495639 replacing key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1709124507.495640 replacing key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1709124507.495641 replacing key \033[2;2~: 0x40000010e1a1 (S-IC)
1709124507.495642 replacing key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1709124507.495643 replacing key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1709124507.495643 replacing key \033[2;5~: 0x20000010e1a1 (C-IC)
1709124507.495644 replacing key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1709124507.495645 replacing key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1709124507.495646 replacing key \033[1;2D: 0x40000010e1aa (S-Left)
1709124507.495646 replacing key \033[1;3D: 0x810000010e1aa (M-Left[I])
1709124507.495647 replacing key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1709124507.495648 replacing key \033[1;5D: 0x20000010e1aa (C-Left)
1709124507.495649 replacing key \033[1;6D: 0x60000010e1aa (C-S-Left)
1709124507.495650 replacing key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1709124507.495650 replacing key \033[6;2~: 0x40000010e1a5 (S-NPage)
1709124507.495651 replacing key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1709124507.495652 replacing key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1709124507.495652 replacing key \033[6;5~: 0x20000010e1a5 (C-NPage)
1709124507.495653 replacing key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1709124507.495654 replacing key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1709124507.495655 replacing key \033[5;2~: 0x40000010e1a6 (S-PPage)
1709124507.495656 replacing key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1709124507.495656 replacing key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1709124507.495657 replacing key \033[5;5~: 0x20000010e1a6 (C-PPage)
1709124507.495658 replacing key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1709124507.495658 replacing key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1709124507.495659 replacing key \033[1;2C: 0x40000010e1ab (S-Right)
1709124507.495660 replacing key \033[1;3C: 0x810000010e1ab (M-Right[I])
1709124507.495661 replacing key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1709124507.495661 replacing key \033[1;5C: 0x20000010e1ab (C-Right)
1709124507.495662 replacing key \033[1;6C: 0x60000010e1ab (C-S-Right)
1709124507.495663 replacing key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1709124507.495664 replacing key \033[1;2A: 0x40000010e1a8 (S-Up)
1709124507.495664 replacing key \033[1;2A: 0x40000010e1a8 (S-Up)
1709124507.495665 replacing key \033[1;3A: 0x810000010e1a8 (M-Up[I])
1709124507.495666 replacing key \033[1;4A: 0x850000010e1a8 (M-S-Up[I])
1709124507.495667 replacing key \033[1;5A: 0x20000010e1a8 (C-Up)
1709124507.495667 replacing key \033[1;6A: 0x60000010e1a8 (C-S-Up)
1709124507.495668 replacing key \033[1;7A: 0x830000010e1a8 (C-M-Up[I])
1709124507.495722 new session 0 $0
1709124507.495724 session $0 0 activity 1709124507.495723 (last 0.000000)
1709124507.495726 spawn_window: [new-session/0x55bdeac368f0], flags=0
1709124507.495727 spawn_window: s=$0 wl=none wp0=none idx=-1
1709124507.495728 spawn_window: name=none
1709124507.495732 clients_calculate_size: after /dev/pts/1 (230x53), size is 230x53
1709124507.495733 clients_calculate_size: calculated size 230x53
1709124507.495734 clients_calculate_size: calculated size 230x53
1709124507.495734 clients_calculate_size: type is latest
1709124507.495735 default_window_size: resulting size is 230x53
1709124507.495737 @0 alerts timer reset 0
1709124507.495738 @0 alerts flags added 0x2
1709124507.495739 window_create: @0 create 230x53 (11x26)
1709124507.495740 window_add_ref: @0 winlink_set_window, now 1
1709124507.495741 spawn_pane: [new-session/0x55bdeac368f0], flags=0x10
1709124507.495741 spawn_pane: s=$0 wl=0 wp0=none idx=-1
1709124507.495742 spawn_pane: name=none
1709124507.495758 window_add_pane: @0 at start
1709124507.495784 spawn_pane: shell=/usr/bin/zsh
1709124507.495785 spawn_pane: cwd=/home/yspies/.config/tmux
1709124507.495786 spawn_pane: environment COLORFGBG=15;0
1709124507.495786 spawn_pane: environment COLORTERM=truecolor
1709124507.495787 spawn_pane: environment DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1709124507.495788 spawn_pane: environment DEBUGINFOD_URLS=https://debuginfod.archlinux.org
1709124507.495789 spawn_pane: environment DESKTOP_SESSION=plasmawayland
1709124507.495789 spawn_pane: environment DISPLAY=:1
1709124507.495790 spawn_pane: environment HOME=/home/yspies
1709124507.495791 spawn_pane: environment INVOCATION_ID=ea2b2535d733493bb02afba0a386a140
1709124507.495791 spawn_pane: environment JOURNAL_STREAM=8:19578
1709124507.495792 spawn_pane: environment KDE_APPLICATIONS_AS_SCOPE=1
1709124507.495793 spawn_pane: environment KDE_FULL_SESSION=true
1709124507.495793 spawn_pane: environment KDE_SESSION_UID=1000
1709124507.495794 spawn_pane: environment KDE_SESSION_VERSION=5
1709124507.495794 spawn_pane: environment KGLOBALACCELD_PLATFORM=org.kde.kwin
1709124507.495795 spawn_pane: environment KONSOLE_DBUS_SERVICE=:1.212
1709124507.495796 spawn_pane: environment KONSOLE_DBUS_SESSION=/Sessions/1
1709124507.495796 spawn_pane: environment KONSOLE_DBUS_WINDOW=/Windows/1
1709124507.495797 spawn_pane: environment KONSOLE_VERSION=230804
1709124507.495797 spawn_pane: environment LANG=en_US.UTF-8
1709124507.495798 spawn_pane: environment LANGUAGE=
1709124507.495799 spawn_pane: environment LC_ADDRESS=nl_NL.UTF-8
1709124507.495799 spawn_pane: environment LC_IDENTIFICATION=nl_NL.UTF-8
1709124507.495800 spawn_pane: environment LC_MEASUREMENT=nl_NL.UTF-8
1709124507.495800 spawn_pane: environment LC_MONETARY=nl_NL.UTF-8
1709124507.495801 spawn_pane: environment LC_NAME=nl_NL.UTF-8
1709124507.495801 spawn_pane: environment LC_NUMERIC=nl_NL.UTF-8
1709124507.495802 spawn_pane: environment LC_PAPER=nl_NL.UTF-8
1709124507.495803 spawn_pane: environment LC_TELEPHONE=nl_NL.UTF-8
1709124507.495803 spawn_pane: environment LC_TIME=nl_NL.UTF-8
1709124507.495804 spawn_pane: environment LESS=-R
1709124507.495804 spawn_pane: environment LESS_TERMCAP_mb=\033[01;32m
1709124507.495805 spawn_pane: environment LESS_TERMCAP_md=\033[01;32m
1709124507.495806 spawn_pane: environment LESS_TERMCAP_me=\033[0m
1709124507.495806 spawn_pane: environment LESS_TERMCAP_se=\033[0m
1709124507.495807 spawn_pane: environment LESS_TERMCAP_so=\033[01;47;34m
1709124507.495807 spawn_pane: environment LESS_TERMCAP_ue=\033[0m
1709124507.495808 spawn_pane: environment LESS_TERMCAP_us=\033[01;36m
1709124507.495808 spawn_pane: environment LOGNAME=yspies
1709124507.495818 spawn_pane: environment LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1709124507.495822 spawn_pane: environment LS_OPTIONS=--color=auto
1709124507.495823 spawn_pane: environment MAIL=/var/spool/mail/yspies
1709124507.495823 spawn_pane: environment MANAGERPID=1058
1709124507.495824 spawn_pane: environment MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/plasma-kwin_wayland.service/memory.pressure
1709124507.495825 spawn_pane: environment MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1709124507.495826 spawn_pane: environment MOTD_SHOWN=pam
1709124507.495826 spawn_pane: environment NVM_DIR=/home/yspies/.nvm
1709124507.495827 spawn_pane: environment OLDPWD=/home/yspies
1709124507.495827 spawn_pane: environment P9K_SSH=0
1709124507.495828 spawn_pane: environment P9K_TTY=old
1709124507.495829 spawn_pane: environment PAM_KWALLET5_LOGIN=/run/user/1000/kwallet5.socket
1709124507.495830 spawn_pane: environment PATH=/home/yspies/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/var/lib/flatpak/exports/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl:/var/lib/snapd/snap/bin
1709124507.495831 spawn_pane: environment PLASMA_USE_QT_SCALING=1
1709124507.495831 spawn_pane: environment PROFILEHOME=
1709124507.495832 spawn_pane: environment PWD=/home/yspies/.config/tmux
1709124507.495832 spawn_pane: environment QSG_RENDER_LOOP=basic
1709124507.495833 spawn_pane: environment QT_AUTO_SCREEN_SCALE_FACTOR=0
1709124507.495834 spawn_pane: environment QT_LINUX_ACCESSIBILITY_ALWAYS_ON=1
1709124507.495834 spawn_pane: environment QT_WAYLAND_FORCE_DPI=96
1709124507.495835 spawn_pane: environment SHELL=/usr/bin/zsh
1709124507.495836 spawn_pane: environment SHELL_SESSION_ID=dbc79ae331e849799164053207c05aef
1709124507.495836 spawn_pane: environment SHLVL=1
1709124507.495837 spawn_pane: environment SSH_AGENT_PID=14277
1709124507.495837 spawn_pane: environment SSH_AUTH_SOCK=/tmp/ssh-XXXXXXp6yCTO/agent.14276
1709124507.495838 spawn_pane: environment SYSTEMD_EXEC_PID=1096
1709124507.495839 spawn_pane: environment TERM=tmux-256color
1709124507.495839 spawn_pane: environment TERM_PROGRAM=tmux
1709124507.495840 spawn_pane: environment TERM_PROGRAM_VERSION=3.4
1709124507.495840 spawn_pane: environment TMUX=/tmp/tmux-1000/default,31581,0
1709124507.495841 spawn_pane: environment TMUX_PANE=%0
1709124507.495841 spawn_pane: environment USER=yspies
1709124507.495842 spawn_pane: environment WAYLAND_DISPLAY=wayland-0
1709124507.495843 spawn_pane: environment WINDOWID=1
1709124507.495843 spawn_pane: environment XAUTHORITY=/run/user/1000/xauth_pSsEpP
1709124507.495844 spawn_pane: environment XCURSOR_SIZE=24
1709124507.495844 spawn_pane: environment XCURSOR_THEME=breeze_cursors
1709124507.495846 spawn_pane: environment XDG_ACTIVATION_TOKEN=kwin-14
1709124507.495847 spawn_pane: environment XDG_CONFIG_DIRS=/home/yspies/.config/kdedefaults:/etc/xdg:/usr/share/manjaro-kde-settings/xdg
1709124507.495847 spawn_pane: environment XDG_CURRENT_DESKTOP=KDE
1709124507.495848 spawn_pane: environment XDG_DATA_DIRS=/home/yspies/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share:/usr/share:/var/lib/snapd/desktop
1709124507.495849 spawn_pane: environment XDG_RUNTIME_DIR=/run/user/1000
1709124507.495850 spawn_pane: environment XDG_SEAT=seat0
1709124507.495850 spawn_pane: environment XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0
1709124507.495851 spawn_pane: environment XDG_SESSION_CLASS=user
1709124507.495852 spawn_pane: environment XDG_SESSION_DESKTOP=KDE
1709124507.495852 spawn_pane: environment XDG_SESSION_ID=2
1709124507.495853 spawn_pane: environment XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session1
1709124507.495854 spawn_pane: environment XDG_SESSION_TYPE=wayland
1709124507.495854 spawn_pane: environment XDG_VTNR=1
1709124507.495855 spawn_pane: environment XKB_DEFAULT_LAYOUT=us
1709124507.495855 spawn_pane: environment _=/usr/bin/tmux
1709124507.495856 spawn_pane: environment _P9K_SSH_TTY=/dev/pts/1
1709124507.495856 spawn_pane: environment _P9K_TTY=/dev/pts/1
1709124507.498329 window_set_active_pane: pane %0
1709124507.498339 cmd_find_best_winlink_with_window: window is @0
1709124507.498340 cmd_find_from_session_window: s=$0 0
1709124507.498341 cmd_find_from_session_window: wl=0 1 w=@0 zsh
1709124507.498342 cmd_find_from_session_window: wp=%0
1709124507.498343 cmd_find_from_session_window: idx=0
1709124507.498349 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1709124507.498351 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1709124507.498352 notify_add: config_files=
1709124507.498355 notify_add: host=yspies-manjaro
1709124507.498356 notify_add: host_short=yspies-manjaro
1709124507.498357 notify_add: next_session_id=$1
1709124507.498359 notify_add: pane_format=0
1709124507.498361 notify_add: pid=31581
1709124507.498362 notify_add: server_sessions=1
1709124507.498364 notify_add: session_format=0
1709124507.498365 notify_add: socket_path=/tmp/tmux-1000/default
1709124507.498366 notify_add: start_time=1709124507
1709124507.498378 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1709124507.498379 notify_add: uid=1000
1709124507.498409 notify_add: user=yspies
1709124507.498410 notify_add: version=3.4
1709124507.498411 notify_add: window_format=0
1709124507.498413 notify_add: hook=window-linked
1709124507.498413 notify_add: hook_session=$0
1709124507.498414 notify_add: hook_session_name=0
1709124507.498414 notify_add: hook_window=@0
1709124507.498415 notify_add: hook_window_name=zsh
1709124507.498416 session_add_ref: 0 notify_add, now 2
1709124507.498417 window_add_ref: @0 notify_add, now 2
1709124507.498418 session_add_ref: 0 notify_add, now 3
1709124507.498420 cmdq_append <global>: [notify_callback/0x55bdeac366f0]
1709124507.498421 cmd_find_from_session: s=$0 0
1709124507.498422 cmd_find_from_session: wl=0 1 w=@0 zsh
1709124507.498422 cmd_find_from_session: wp=%0
1709124507.498423 cmd_find_from_session: idx=none
1709124507.498424 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1709124507.498425 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1709124507.498426 notify_add: config_files=
1709124507.498427 notify_add: host=yspies-manjaro
1709124507.498431 notify_add: host_short=yspies-manjaro
1709124507.498432 notify_add: next_session_id=$1
1709124507.498432 notify_add: pane_format=0
1709124507.498433 notify_add: pid=31581
1709124507.498434 notify_add: server_sessions=1
1709124507.498435 notify_add: session_format=0
1709124507.498436 notify_add: socket_path=/tmp/tmux-1000/default
1709124507.498436 notify_add: start_time=1709124507
